Customer Code,Customer Name,KIT ITEM,OEM,Item Description,Product type,Item Code,Date,No. of kits
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,04-01-2021 00:00,60
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,05-01-2021 00:00,50
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,06-01-2021 00:00,231.5134035
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,07-01-2021 00:00,231.5134035
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,08-01-2021 00:00,231.5134035
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,09-01-2021 00:00,231.5134035
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,10-01-2021 00:00,80
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,11-01-2021 00:00,75
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,12-01-2021 00:00,53
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,01-01-2022 00:00,90
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,02-01-2022 00:00,71
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,03-01-2022 00:00,65
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,04-01-2022 00:00,106
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,05-01-2022 00:00,42
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,06-01-2022 00:00,37
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,07-01-2022 00:00,112
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,08-01-2022 00:00,65
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,09-01-2022 00:00,118
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,10-01-2022 00:00,80
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,11-01-2022 00:00,78
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,12-01-2022 00:00,140
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,01-01-2023 00:00,145
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,02-01-2023 00:00,42
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,03-01-2023 00:00,63
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,04-01-2023 00:00,53
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,05-01-2023 00:00,67
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,06-01-2023 00:00,35
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,07-01-2023 00:00,67
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,08-01-2023 00:00,97
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,09-01-2023 00:00,57
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,10-01-2023 00:00,54
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,11-01-2023 00:00,83
10002815,Customer_2,KIT0000642,manufacturer_2,"SF1608111T2,3312711T2,SF1608411T2 & SF1607311T2",Transmission,A020000001,12-01-2023 00:00,33
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,04-01-2021 00:00,110
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,05-01-2021 00:00,22
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,06-01-2021 00:00,231.5134035
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,07-01-2021 00:00,231.5134035
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,08-01-2021 00:00,231.5134035
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,09-01-2021 00:00,231.5134035
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,10-01-2021 00:00,50
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,11-01-2021 00:00,10
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,12-01-2021 00:00,35
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,01-01-2022 00:00,80
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,02-01-2022 00:00,20
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,03-01-2022 00:00,55
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,04-01-2022 00:00,59
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,05-01-2022 00:00,84
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,06-01-2022 00:00,84
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,07-01-2022 00:00,16
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,08-01-2022 00:00,77
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,09-01-2022 00:00,123
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,10-01-2022 00:00,44
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,11-01-2022 00:00,40
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,12-01-2022 00:00,134
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,01-01-2023 00:00,147
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,02-01-2023 00:00,30
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,03-01-2023 00:00,61
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,04-01-2023 00:00,69
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,05-01-2023 00:00,67
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,06-01-2023 00:00,231.5134035
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,07-01-2023 00:00,37
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,08-01-2023 00:00,77
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,09-01-2023 00:00,34
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,10-01-2023 00:00,32
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,11-01-2023 00:00,85
10002815,Customer_2,KIT0000645,manufacturer_2,"SF1614211T2,SF1607611T2 & SF1617511T2",Transmission,A020000001,12-01-2023 00:00,40
